component_1
-107.7920416
51.15714055
73.94058077
55.36973611
-54.19282261
31.44580621
-49.97425545
92.25334975
-39.54825231
-48.44363789
7.566054449
-109.9921827
-7.390824005
-56.97924174
-157.6367016
174.0832087
17.50977098
105.4739161
36.60804667
-13.45765043

