component_1
92.92528904
-37.39311024
-77.74656528
-7.421268865
40.0413935
-45.52838043
50.74713367
-95.41635535
43.37361294
52.40635935
4.273941832
85.66946389
16.04366931
46.42826918
136.0940611
-122.668822
-31.46430401
-124.4966575
-33.07997403
7.212243876

