component_1
15.33598975
172.3601203
-259.1357372
-216.0120672
-242.0002086
145.7335282
8.114456908
256.5244283
455.6135011
-274.7643313
-257.2705769
-136.2848942
-139.712238
80.68002466
-126.4581281
248.0517693
-153.138064
19.24543397
171.611112
231.5058811

