component_1
6.250298792
84.09165342
-21.73137419
-28.96369935
-34.88681921
38.46536406
-21.48375141
53.16890395
-69.67898864
-54.85928198
-64.98766877
-52.92400017
-26.70263053
-21.46893543
-22.23610157
61.31397577
13.71646984
88.28286815
40.85459488
33.77912237
