component_1
44.65140978
200.1522175
-191.1805309
-232.2614646
-156.2125995
179.8879236
-170.4488278
250.6652433
194.474241
-88.5673786
-201.0869344
-118.8432637
-227.6141962
-78.96179924
-44.80496585
221.1220048
-3.304801893
34.80050541
203.0733013
184.4599159

