component_1
56.16028012
1.448105158
-54.69043049
-29.38313239
10.07481263
-15.4369188
20.20423088
-39.89091533
34.12508438
25.05115402
-10.20936272
55.3164718
-19.45903528
30.31522476
95.69768154
-85.5788187
-25.56241438
-59.91839631
-4.256192087
15.99257119

