component_1
290.40675
172.5773751
-38.37738535
159.4360154
-4.24192463
-268.5567281
-0.028483484
-104.4952218
-159.8778806
-34.08082771
-91.11725165
195.5996456
21.94460086
88.02940537
317.1024243
-314.2017393
-252.5093973
-118.1545986
-10.20771041
150.7529323

